"STATION","DATE","DEWP","FRSHTT","GUST","MAX","MIN","MXSPD","PRCP","SLP","SNDP","STP","TEMP","VISIB","WDSP"
"98644099999","2001-01-09","  75.3","000000","999.9","  90.0","  77.0","  3.9"," 0.16","1007.9","999.9","999.9","  81.1"," 10.1","  0.7"
"98644099999","2001-01-10","  76.2","000000","999.9","  88.0","  76.1","999.9"," 0.00","1008.2","999.9","999.9","  80.2"," 10.1","  0.0"
"98644099999","2001-01-11","  76.8","000000","999.9","  88.7","  76.1","  5.8"," 0.03","1009.1","999.9","999.9","  81.9"," 10.1","  1.1"
"98644099999","2001-01-12","  78.0","000000","999.9","  90.1","  75.0","  3.9"," 0.00","1009.6","999.9","999.9","  83.0","  9.3","  1.9"
"98644099999","2001-01-13","  76.0","000000","999.9","  89.6","  77.0","  1.9"," 0.00","1008.6","999.9","999.9","  80.1","  9.7","  0.4"
"98644099999","2001-01-14","  75.7","000000","999.9","  91.9","  74.8","  3.9"," 0.00","1008.8","999.9","999.9","  82.0"," 10.3","  1.7"
"98644099999","2001-01-15","  75.2","010000","999.9","  90.3","  74.5","  5.8"," 0.20","1011.2","999.9","999.9","  79.9","  8.1","  3.6"
"98644099999","2001-01-16","  74.1","000000","999.9","  86.0","  75.2","  7.8"," 0.00","1011.2","999.9","999.9","  78.4","  8.5","  3.4"
"98644099999","2001-01-17","  74.2","000000","999.9","  83.3","  73.4","  5.8"," 0.03","1011.1","999.9","999.9","  77.9","  8.4","  3.6"
"98644099999","2001-01-18","  75.0","000000","999.9","  88.5","  72.3","  3.9"," 0.04","1011.3","999.9","999.9","  78.7","  9.8","  2.6"
"98644099999","2001-01-19","  75.0","000000","999.9","  91.9","  72.7","  9.7"," 0.01","1010.8","999.9","999.9","  81.3"," 10.4","  3.1"
"98644099999","2001-01-20","  76.0","010010","999.9","  87.4","  72.5","  3.9"," 0.13","1010.5","999.9","999.9","  79.8","  9.9","  2.2"
"98644099999","2001-01-21","  73.8","000000","999.9","  82.9","  72.3","  3.9"," 0.00","1009.6","999.9","999.9","  77.3"," 10.0","  1.6"
"98644099999","2001-01-22","  75.3","000000","999.9","  89.2","  69.8","  7.8"," 0.04","1009.6","999.9","999.9","  80.7"," 10.2","  3.2"
"98644099999","2001-01-23","  76.5","010000","999.9","  91.0","  74.3","  7.8"," 0.00","1010.6","999.9","999.9","  81.6","  8.1","  2.2"
"98644099999","2001-01-24","  76.1","010000","999.9","  86.4","  75.2","  3.9"," 0.02","1008.9","999.9","999.9","  80.4","  9.6","  1.9"
"98644099999","2001-01-25","  76.9","000000","999.9","  91.0","  74.3","  3.9"," 0.04","1008.3","999.9","999.9","  82.3","  9.7","  1.4"
"98644099999","2001-01-26","  75.1","010000","999.9","  90.1","  74.3","  3.9"," 0.00","1008.6","999.9","999.9","  81.2"," 10.3","  1.0"
"98644099999","2001-01-27","  75.3","000000","999.9","  89.6","  73.4","  3.9"," 0.00","1008.3","999.9","999.9","  82.5"," 10.6","  2.6"
"98644099999","2001-01-28","  74.4","010000","999.9","  84.7","  75.6","  3.9","99.99","1008.9","999.9","999.9","  80.4","  9.8","  2.5"
"98644099999","2001-01-29","  76.8","000000","999.9","  83.5","  74.3","  3.9"," 0.03","1009.3","999.9","999.9","  78.9","  8.2","  1.7"
"98644099999","2001-01-30","  75.7","010000","999.9","  89.1","  75.2","  1.9"," 0.67","1008.2","999.9","999.9","  78.6","  8.2","  0.3"
"98644099999","2001-01-31","  77.0","000000","999.9","  87.8","  74.3","  1.9"," 0.91","1007.4","999.9","999.9","  81.3"," 10.3","  0.6"
"98644099999","2001-02-01","  74.3","000000","999.9","  85.1","  73.4","  3.9"," 0.00","1007.4","999.9","999.9","  79.0","  9.5","  1.0"
"98644099999","2001-02-02","  75.4","000000","999.9","  90.0","  71.1","  3.9"," 0.00","1007.6","999.9","999.9","  81.9","  9.6","  1.7"
"98644099999","2001-02-03","  75.8","000000","999.9","  88.7","  72.7","  1.9"," 0.00","1009.3","999.9","999.9","  81.5"," 10.4","  0.5"
"98644099999","2001-02-04","  75.1","000000","999.9","  91.0","  73.4","  7.8"," 0.00","1008.2","999.9","999.9","  84.7"," 10.6","  3.5"
"98644099999","2001-02-05","  74.7","010000","999.9","  88.2","  74.3"," 15.5"," 0.00","1008.1","999.9","999.9","  80.9","  9.1","  3.9"
"98644099999","2001-02-06","  74.4","000000","999.9","  90.0","  73.4","  3.9"," 0.16","1006.8","999.9","999.9","  80.3"," 10.0","  1.5"
"98644099999","2001-02-07","  76.0","000000","999.9","  89.6","  73.8","  7.8"," 0.00","1007.0","999.9","999.9","  78.8","  9.5","  2.2"
"98644099999","2001-02-08","  75.6","010000","999.9","  91.8","  74.1","  3.9"," 0.24","1006.2","999.9","999.9","  79.5","  9.7","  2.3"
"98644099999","2001-02-09","  73.1","010000","999.9","  91.0","  75.2","  7.8"," 0.12","1006.3","999.9","999.9","  81.7","  9.1","  3.6"
"98644099999","2001-02-10","  75.8","000000","999.9","  91.0","  73.2","  3.9"," 0.00","1006.6","999.9","999.9","  80.7","  9.7","  1.9"
"98644099999","2001-02-11","  75.2","010000","999.9","  90.1","  74.8","  7.8"," 0.00","1006.8","999.9","999.9","  81.7"," 10.3","  2.4"
"98644099999","2001-02-12","  75.9","000000","999.9","  91.4","  74.7","  5.8"," 0.02","1007.6","999.9","999.9","  83.4","  9.9","  1.9"
"98644099999","2001-02-13","  75.7","000000","999.9","  89.6","  75.2","  1.9"," 0.00","1006.2","999.9","999.9","  81.5","  9.6","  1.6"
"98644099999","2001-02-14","  73.9","010000","999.9","  90.5","  73.9","  7.8"," 0.02","1008.7","999.9","999.9","  81.9","  9.3","  3.6"
"98644099999","2001-02-15","  74.2","000000","999.9","  87.4","  72.5","  7.8"," 0.00","1009.8","999.9","999.9","  79.4","  9.3","  2.8"
"98644099999","2001-02-16","  72.5","010000","999.9","  82.4","  76.1","  7.8"," 0.04","1010.9","999.9","999.9","  79.4","  8.4","  3.2"
"98644099999","2001-02-17","  73.5","010000","999.9","  89.1","  75.2","  9.7"," 0.03","1008.5","999.9","999.9","  80.7","  9.0","  3.9"
"98644099999","2001-02-18","  73.7","010000","999.9","  82.4","  73.8","  9.7"," 0.03","1005.5","999.9","999.9","  79.1","  8.9","  4.2"
"98644099999","2001-02-19","  77.0","010000","999.9","  85.1","  71.6","  7.8"," 0.20","1006.0","999.9","999.9","  81.2","  9.7","  5.1"
"98644099999","2001-02-20","  75.4","000000","999.9","  88.0","  75.2","  7.8"," 0.00","1006.7","999.9","999.9","  82.5"," 10.1","  5.6"
"98644099999","2001-02-21","  74.7","000000","999.9","  90.0","  73.4","  7.8"," 0.00","1008.5","999.9","999.9","  81.5"," 10.3","  3.2"
"98644099999","2001-02-22","  76.2","000000","999.9","  91.8","  72.0","  3.9"," 0.00","1010.1","999.9","999.9","  82.7"," 10.2","  1.6"
"98644099999","2001-02-23","  77.1","000000","999.9","  92.3","  75.9","  5.8"," 0.00","1010.3","999.9","999.9","  82.0","  9.5","  1.3"
"98644099999","2001-02-24","  77.2","000010","999.9","  93.0","  75.0","  3.9"," 0.00","1010.2","999.9","999.9","  82.5"," 10.0","  1.3"
"98644099999","2001-02-25","  75.9","000000","999.9","  90.0","  75.2","  9.7"," 0.03","1010.4","999.9","999.9","  81.8"," 10.1","  1.9"
"98644099999","2001-02-26","  76.3","000000","999.9","  93.2","  73.0","  3.9"," 0.00","1011.0","999.9","999.9","  84.4"," 10.1","  1.7"
"98644099999","2001-02-27","  75.8","010000","999.9","  89.6","  77.0","  3.9"," 0.19","1011.6","999.9","999.9","  81.2","  9.7","  1.2"
"98644099999","2001-02-28","  75.8","010000","999.9","  88.0","  74.8","  3.9"," 1.42","1011.7","999.9","999.9","  79.4","  9.4","  1.4"
"98644099999","2001-03-01","  75.8","010000","999.9","  82.0","  73.4","  7.8"," 0.03","1011.6","999.9","999.9","  79.5","  9.3","  3.2"
"98644099999","2001-03-02","  74.8","010000","999.9","  88.5","  74.3","  5.8"," 0.03","1011.8","999.9","999.9","  80.7","  8.9","  1.7"
"98644099999","2001-03-03","  75.9","000000","999.9","  89.2","  74.5","  3.9"," 0.03","1010.6","999.9","999.9","  81.9"," 10.0","  1.2"
"98644099999","2001-03-04","  75.6","010000","999.9","  90.1","  74.3","  7.8"," 1.30","1010.5","999.9","999.9","  79.1","  9.4","  2.2"
"98644099999","2001-03-05","  75.3","000000","999.9","  87.1","  72.0","  7.8"," 0.00","1010.7","999.9","999.9","  81.3","  9.9","  3.2"
"98644099999","2001-03-06","  75.4","000000","999.9","  89.6","  73.4","  7.8"," 0.00","1011.2","999.9","999.9","  83.2"," 10.2","  3.3"
"98644099999","2001-03-07","  75.4","000000","999.9","  91.0","  75.2","  3.9"," 0.04","1011.0","999.9","999.9","  81.3"," 10.1","  1.5"
"98644099999","2001-03-08","  74.7","010000","999.9","  93.0","  73.8","  5.8","99.99","1010.8","999.9","999.9","  83.7"," 10.0","  2.5"
"98644099999","2001-03-09","  74.2","000000","999.9","  89.8","  73.8","  5.8"," 0.03","1011.7","999.9","999.9","  80.1","  9.6","  2.2"
"98644099999","2001-03-10","  75.6","000000","999.9","  89.1","  73.4","  9.7"," 0.12","1011.0","999.9","999.9","  83.4","  9.7","  6.2"
"98644099999","2001-03-11","  75.6","010000","999.9","  89.2","  74.3","  5.8"," 0.03","1011.6","999.9","999.9","  81.1"," 10.3","  2.6"
"98644099999","2001-03-12","  75.2","010000","999.9","  88.5","  74.7","  5.8"," 0.08","1009.9","999.9","999.9","  80.7","  9.6","  3.2"
"98644099999","2001-03-13","  76.1","010000","999.9","  90.0","  76.1","  7.8"," 0.02","1010.6","999.9","999.9","  80.3","  9.8","  3.3"
"98644099999","2001-03-14","  75.6","010000","999.9","  83.3","  74.5","  3.9"," 0.16","1012.1","999.9","999.9","  78.4","  9.9","  1.4"
"98644099999","2001-03-15","  77.0","000000","999.9","  85.6","  72.3","  5.8"," 0.55","1009.7","999.9","999.9","  83.3","  9.5","  3.4"
"98644099999","2001-03-19","  77.0","010000","999.9","  84.2","  77.5","  5.8"," 0.04","1010.4","999.9","999.9","  81.5","  9.0","  3.4"
"98644099999","2001-03-21","  75.7","010000","999.9","  83.3","  76.3","  1.9"," 0.00","1008.8","999.9","999.9","  79.5","  9.5","  0.5"
"98644099999","2001-03-24","  74.6","000000","999.9","  90.0","  75.2","  1.9"," 0.00","1008.9","999.9","999.9","  79.2","  9.4","  0.8"
"98644099999","2001-03-25","  75.3","000000","999.9","  90.7","  73.0","  3.9"," 0.00","1008.0","999.9","999.9","  83.2"," 10.3","  1.2"
"98644099999","2001-03-26","  77.0","010000","999.9","  90.9","  73.2","  9.7"," 0.03","1008.4","999.9","999.9","  83.9","  9.9","  2.2"
"98644099999","2001-03-27","  76.2","000000","999.9","  92.1","  75.7","  7.8"," 0.00","1007.9","999.9","999.9","  84.0"," 10.0","  3.1"
"98644099999","2001-03-28","  77.0","000000","999.9","  86.9","  77.0","  7.8"," 0.00","1008.6","999.9","999.9","  81.0","  9.7","  1.9"
"98644099999","2001-03-29","  77.8","000000","999.9","  91.2","  75.6","  9.7"," 0.02","1007.8","999.9","999.9","  84.0","  9.3","  2.9"
"98644099999","2001-03-30","  77.3","000000","999.9","  94.1","  75.6","  5.8"," 0.00","1008.8","999.9","999.9","  87.9","  9.7","  1.9"
